"x"
"1"	0
"2"	0
"3"	1
"4"	1
"5"	0
"6"	0
"7"	0
"8"	1
"9"	0
"10"	1
"11"	0
"12"	1
"13"	0
"14"	0
"15"	0
"16"	1
"17"	0
"18"	1
"19"	1
"20"	0
"21"	0
"22"	0
"23"	0
"24"	0
"25"	0
"26"	0
"27"	1
"28"	0
"29"	0
"30"	1
"31"	0
"32"	0
"33"	1
"34"	0
"35"	1
"36"	0
"37"	0
"38"	1
"39"	0
"40"	0
"41"	0
"42"	1
"43"	1
"44"	0
"45"	0
"46"	0
"47"	0
"48"	1
"49"	0
"50"	1
"51"	0
"52"	1
"53"	0
"54"	1
"55"	1
"56"	0
"57"	1
"58"	1
"59"	0
"60"	0
"61"	0
"62"	1
"63"	0
"64"	1
"65"	0
"66"	1
"67"	1
"68"	0
"69"	1
"70"	0
"71"	0
"72"	1
"73"	0
"74"	1
"75"	1
"76"	0
"77"	1
"78"	0
"79"	1
"80"	1
"81"	0
"82"	0
"83"	1
"84"	0
"85"	0
"86"	0
"87"	1
"88"	0
"89"	0
"90"	1
"91"	0
"92"	1
"93"	0
"94"	0
"95"	0
"96"	0
"97"	0
"98"	0
"99"	0
"100"	1
"101"	1
"102"	0
"103"	0
"104"	0
"105"	0
"106"	1
"107"	0
"108"	1
"109"	0
"110"	1
"111"	0
"112"	0
"113"	0
"114"	0
"115"	0
"116"	0
"117"	0
"118"	1
"119"	0
"120"	0
"121"	1
"122"	0
"123"	0
"124"	1
"125"	0
"126"	0
"127"	1
"128"	0
"129"	0
"130"	0
"131"	0
"132"	0
"133"	0
"134"	1
"135"	1
"136"	0
"137"	0
"138"	0
"139"	1
"140"	0
"141"	0
"142"	0
"143"	0
"144"	0
"145"	0
"146"	0
"147"	1
"148"	1
"149"	0
"150"	0
"151"	0
"152"	0
"153"	1
"154"	1
"155"	0
"156"	0
"157"	1
"158"	0
"159"	1
"160"	0
"161"	1
"162"	0
"163"	0
"164"	0
"165"	0
"166"	1
"167"	1
"168"	1
"169"	1
"170"	1
"171"	0
"172"	0
"173"	1
"174"	0
"175"	1
"176"	0
"177"	1
"178"	0
"179"	1
"180"	0
"181"	1
"182"	0
"183"	0
"184"	1
"185"	1
"186"	0
"187"	0
